GameID,Date,Home,WINorLOSS,FieldGoals,FieldGoals.,X3PointShots,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls
4966,2/1/2017,Home,W,40,0.465,10,0.385,23,28,0.821,15,51,22,10,4,11,19
5066,2/3/2017,Away,W,36,0.474,17,0.548,19,23,0.826,2,36,15,3,4,4,24
51105,2/6/2017,Away,L,34,0.43,8,0.308,11,17,0.647,3,29,25,8,3,10,18
5268,2/7/2017,Home,L,37,0.493,12,0.429,27,32,0.844,2,30,16,6,6,7,22
5366,2/9/2017,Home,W,44,0.506,5,0.25,19,25,0.76,6,37,21,12,3,11,19
5466,2/11/2017,Home,W,45,0.495,17,0.486,5,6,0.833,12,51,32,10,3,14,17
5566,2/13/2017,Home,L,35,0.455,9,0.333,19,25,0.76,4,37,21,7,2,12,16
5666,2/15/2017,Away,L,35,0.38,10,0.27,11,11,1,5,39,22,10,2,6,21
5766,2/24/2017,Away,L,35,0.422,8,0.242,6,9,0.667,8,35,16,9,5,15,19
5866,2/25/2017,Home,W,36,0.462,12,0.462,12,16,0.75,7,43,24,12,4,17,25
5966,2/27/2017,Home,W,33,0.434,9,0.5,21,23,0.913,11,42,18,5,2,13,13
6066,3/1/2017,Away,L,35,0.455,14,0.424,11,13,0.846,10,33,22,10,5,20,20
61105,3/3/2017,Home,W,39,0.476,5,0.185,21,27,0.778,8,45,23,5,3,8,20
6268,3/5/2017,Home,W,42,0.488,7,0.28,13,16,0.813,5,37,24,6,2,8,20
6366,3/7/2017,Home,W,45,0.542,17,0.548,15,19,0.789,6,41,25,5,5,14,17
6466,3/10/2017,Home,W,33,0.423,14,0.424,25,28,0.893,7,47,16,5,0,15,18
6566,3/11/2017,Home,L,28,0.378,9,0.346,33,36,0.917,10,48,17,2,4,13,17
6666,3/13/2017,Away,L,31,0.365,7,0.28,9,13,0.692,7,34,21,4,6,7,19
6766,3/15/2017,Away,W,40,0.506,14,0.438,18,25,0.72,5,40,24,5,1,10,22
6866,3/17/2017,Away,L,30,0.345,5,0.217,9,17,0.529,5,34,21,6,4,12,20
6966,3/19/2017,Away,W,41,0.539,10,0.4,19,25,0.76,2,33,20,8,3,10,24
7066,3/21/2017,Home,L,33,0.359,11,0.324,10,12,0.833,13,39,24,8,2,11,14
71105,3/23/2017,Home,W,38,0.463,9,0.346,12,18,0.667,4,34,26,11,4,9,18
7268,3/25/2017,Home,L,31,0.378,7,0.25,17,20,0.85,12,40,20,10,4,12,16
7366,3/27/2017,Home,L,33,0.413,10,0.345,15,19,0.789,8,39,23,12,4,14,16
7466,3/29/2017,Away,L,44,0.484,14,0.519,16,17,0.941,8,38,25,3,4,5,21
7566,3/31/2017,Away,L,29,0.382,12,0.353,20,25,0.8,6,38,15,7,4,8,21
7666,4/2/2017,Away,W,38,0.521,14,0.389,19,20,0.95,4,30,25,7,1,13,18
7766,4/4/2017,Away,L,32,0.4,12,0.279,11,14,0.786,8,39,21,9,9,16,13
7866,4/5/2017,Away,L,38,0.442,11,0.355,14,18,0.778,11,44,24,5,3,16,26
7966,4/7/2017,Home,L,38,0.432,8,0.308,5,8,0.625,6,44,26,1,8,9,17
8066,4/9/2017,Away,L,41,0.423,16,0.356,13,19,0.684,17,44,23,5,2,10,23
8167,4/11/2017,Home,L,35,0.398,12,0.3,9,11,0.818,8,42,24,8,4,13,11
8266,4/12/2017,Away,W,33,0.44,9,0.265,25,31,0.806,8,37,21,9,5,12,19
1206,10/26/2016,Away,W,37,0.446,8,0.333,25,33,0.758,11,58,18,7,4,24,22
2206,10/29/2016,Home,L,38,0.38,6,0.261,31,39,0.795,16,61,19,10,5,17,21
3206,10/31/2016,Away,L,33,0.407,9,0.409,27,35,0.771,11,46,14,2,9,8,18
4206,11/3/2016,Away,W,39,0.481,6,0.273,18,25,0.72,7,44,24,10,2,20,24
5206,11/5/2016,Away,L,31,0.33,7,0.28,17,20,0.85,16,48,15,8,2,16,15
6206,11/6/2016,Away,W,44,0.524,11,0.478,24,31,0.774,9,47,21,7,6,17,23
7206,11/8/2016,Away,L,35,0.5,10,0.417,27,34,0.794,6,39,24,6,4,22,23
886,11/10/2016,Home,L,38,0.404,13,0.361,12,17,0.706,17,44,26,7,3,18,18
967,11/12/2016,Home,L,36,0.429,9,0.36,14,19,0.737,14,42,15,6,4,15,14
1067,11/13/2016,Away,L,36,0.396,11,0.379,22,29,0.759,16,59,11,4,6,18,25
11106,11/16/2016,Home,W,45,0.484,8,0.471,22,24,0.917,14,49,23,8,4,14,24
1269,11/18/2016,Home,L,39,0.47,4,0.16,29,39,0.744,9,59,29,7,4,19,26
1367,11/20/2016,Home,W,42,0.488,8,0.364,13,30,0.433,12,49,31,4,3,8,19
1467,11/22/2016,Home,W,43,0.43,10,0.455,14,17,0.824,17,55,26,5,6,10,14
1567,11/23/2016,Away,L,28,0.318,9,0.333,18,31,0.581,14,49,14,5,5,10,22
1667,11/25/2016,Home,L,48,0.475,12,0.353,21,27,0.778,13,52,34,9,7,16,21
1767,11/27/2016,Away,W,39,0.438,13,0.448,29,32,0.906,10,49,21,5,1,12,25
1867,11/30/2016,Home,L,38,0.418,7,0.318,15,24,0.625,14,55,28,3,7,19,21
1967,12/2/2016,Home,L,46,0.442,9,0.29,9,16,0.563,24,54,22,5,4,16,20
2067,12/3/2016,Away,L,37,0.446,13,0.542,11,14,0.786,7,37,19,7,5,14,21
21106,12/5/2016,Away,W,35,0.461,10,0.37,26,34,0.765,10,45,17,13,8,19,20
2269,12/7/2016,Away,L,42,0.4,11,0.297,16,21,0.762,26,58,18,7,2,17,24
2367,12/8/2016,Away,L,31,0.408,7,0.219,16,24,0.667,14,45,24,8,2,27,24
2467,12/10/2016,Away,W,47,0.566,8,0.421,19,25,0.76,9,44,25,2,4,12,20
2567,12/12/2016,Away,L,35,0.422,7,0.28,15,18,0.833,20,43,19,6,3,16,15
2667,12/15/2016,Home,W,43,0.512,15,0.484,31,35,0.886,5,36,27,10,4,15,28
2767,12/17/2016,Home,W,50,0.556,10,0.37,17,29,0.586,11,41,26,6,7,10,27
2867,12/19/2016,Home,W,45,0.563,13,0.52,14,18,0.778,7,41,32,7,0,11,13
2967,12/20/2016,Away,L,39,0.433,11,0.282,13,20,0.65,15,46,22,5,1,12,15
3067,12/23/2016,Home,L,37,0.474,8,0.32,26,35,0.743,7,46,27,3,7,15,29
31106,12/26/2016,Away,W,36,0.439,11,0.355,23,28,0.821,11,51,22,10,1,14,18
3269,12/28/2016,Home,W,42,0.519,10,0.357,11,14,0.786,8,38,29,6,4,15,17
3367,12/30/2016,Home,L,39,0.464,11,0.407,33,41,0.805,11,45,29,5,1,10,26
3467,1/2/2017,Away,L,48,0.475,9,0.257,14,18,0.778,16,48,33,10,2,14,21
3567,1/3/2017,Home,L,41,0.5,18,0.474,13,13,1,4,32,29,6,4,14,18
3667,1/5/2017,Home,L,39,0.453,7,0.28,14,17,0.824,11,38,25,7,3,13,17
3767,1/7/2017,Away,L,40,0.404,9,0.375,17,24,0.708,15,53,18,7,4,12,23
3867,1/12/2017,Home,W,52,0.578,15,0.469,21,23,0.913,12,47,37,10,5,15,16
3967,1/16/2017,Home,W,52,0.584,9,0.333,12,15,0.8,9,39,33,11,3,14,17
4067,1/17/2017,Away,W,50,0.568,11,0.423,16,26,0.615,13,45,29,5,9,17,17
41106,1/19/2017,Away,L,37,0.407,10,0.323,20,26,0.769,11,43,27,5,7,15,19
4269,1/21/2017,Home,W,46,0.529,10,0.417,21,26,0.808,10,45,30,4,0,10,16
4367,1/22/2017,Away,L,42,0.512,7,0.292,17,21,0.81,12,41,26,6,7,17,19
4467,1/24/2017,Home,W,35,0.461,10,0.385,23,31,0.742,7,43,28,7,6,14,15
4567,1/26/2017,Home,W,44,0.512,9,0.391,30,35,0.857,19,46,29,5,6,12,15
4667,1/28/2017,Away,W,39,0.488,8,0.32,37,42,0.881,9,48,17,7,3,14,25
4767,1/31/2017,Away,L,41,0.414,15,0.556,19,23,0.826,20,51,26,12,5,11,18
4867,2/1/2017,Home,L,32,0.4,9,0.36,26,35,0.743,11,45,25,7,2,17,17
4967,2/3/2017,Home,W,40,0.449,9,0.321,32,44,0.727,18,48,31,8,5,14,13
5067,2/4/2017,Away,L,41,0.446,10,0.385,5,10,0.5,16,42,22,7,1,21,19
51106,2/6/2017,Home,W,42,0.5,11,0.393,15,16,0.938,10,49,28,7,10,15,19
5269,2/8/2017,Away,L,40,0.4,13,0.295,13,21,0.619,21,49,25,8,4,10,20
5367,2/10/2017,Away,W,54,0.568,16,0.5,7,10,0.7,16,44,30,6,5,15,11
5467,2/11/2017,Away,L,39,0.402,12,0.324,19,22,0.864,17,45,23,8,4,12,22
5567,2/13/2017,Home,W,48,0.545,24,0.585,12,16,0.75,14,52,34,6,1,22,14
5667,2/15/2017,Home,L,38,0.404,11,0.324,12,18,0.667,14,49,25,4,5,14,19
5767,2/23/2017,Away,L,39,0.443,12,0.343,10,14,0.714,10,43,23,10,2,16,18
5867,2/24/2017,Home,W,49,0.505,14,0.452,17,24,0.708,11,51,32,11,2,13,24
5967,2/26/2017,Home,L,37,0.44,11,0.324,13,17,0.765,10,39,26,9,3,12,23
6067,2/28/2017,Away,W,45,0.563,13,0.433,22,24,0.917,6,45,26,6,2,16,16
61106,3/1/2017,Away,W,41,0.488,10,0.303,18,20,0.9,14,45,21,8,2,14,15
6269,3/4/2017,Home,L,36,0.45,9,0.3,21,25,0.84,11,45,21,5,3,13,20
6367,3/6/2017,Home,W,37,0.5,13,0.433,21,28,0.75,7,40,28,11,2,17,18
6467,3/8/2017,Home,L,46,0.529,13,0.464,8,17,0.471,10,39,31,6,2,16,16
6567,3/10/2017,Home,W,45,0.529,12,0.387,17,22,0.773,11,50,24,11,4,18,18
6667,3/11/2017,Away,W,40,0.471,9,0.265,16,18,0.889,9,44,21,8,8,9,16
6767,3/13/2017,Home,W,45,0.536,17,0.447,22,25,0.88,6,42,36,9,7,15,18
6867,3/16/2017,Home,W,46,0.535,15,0.536,22,26,0.846,11,48,31,7,2,10,14
6967,3/18/2017,Home,L,38,0.427,10,0.323,19,30,0.633,13,45,28,9,3,13,24
7067,3/20/2017,Away,L,44,0.512,12,0.414,24,26,0.923,8,48,26,7,3,19,18
71106,3/22/2017,Home,W,51,0.531,11,0.423,13,13,1,10,44,35,7,0,6,16
7269,3/24/2017,Away,W,39,0.476,7,0.259,40,43,0.93,11,45,23,8,4,13,15
7367,3/26/2017,Home,L,36,0.379,6,0.24,12,14,0.857,7,48,21,3,1,9,13
7467,3/28/2017,Away,L,44,0.468,9,0.3,16,20,0.8,12,47,23,3,6,12,24
7567,3/31/2017,Away,L,45,0.5,16,0.485,8,11,0.727,10,49,32,4,1,13,19
7667,4/2/2017,Away,W,44,0.506,5,0.25,23,27,0.852,6,40,25,9,6,8,14
7767,4/4/2017,Away,W,53,0.535,13,0.433,15,21,0.714,15,50,31,3,2,10,20
7867,4/5/2017,Away,L,41,0.394,7,0.184,15,18,0.833,12,51,26,10,5,12,24
7967,4/7/2017,Home,W,43,0.551,13,0.406,23,32,0.719,11,50,31,9,4,21,15
8067,4/9/2017,Home,L,40,0.476,11,0.324,14,15,0.933,4,42,22,6,4,12,16
8168,4/11/2017,Away,W,41,0.488,18,0.429,9,14,0.643,10,53,31,7,1,16,14
8267,4/12/2017,Away,W,39,0.459,7,0.28,26,32,0.813,5,43,22,6,8,15,17
1207,10/26/2016,Away,L,35,0.417,4,0.182,17,22,0.773,8,40,17,8,0,13,24
2207,10/28/2016,Home,W,48,0.505,7,0.368,5,6,0.833,9,53,27,8,4,12,11
3207,10/30/2016,Home,W,39,0.443,5,0.25,15,20,0.75,16,58,23,8,4,15,14
4207,11/1/2016,Home,W,41,0.461,8,0.615,12,21,0.571,10,48,19,7,5,10,16
5207,11/2/2016,Away,L,37,0.42,9,0.36,18,21,0.857,10,38,21,11,6,13,18
6207,11/5/2016,Home,W,40,0.476,7,0.35,16,22,0.727,9,47,22,9,9,13,16
7207,11/7/2016,Away,L,30,0.366,4,0.333,18,26,0.692,11,39,14,5,2,11,19
887,11/9/2016,Away,L,32,0.36,9,0.409,27,32,0.844,9,41,20,11,5,11,24
968,11/11/2016,Away,L,32,0.421,5,0.2,17,21,0.81,9,42,14,2,4,11,14
1068,11/12/2016,Away,W,46,0.511,4,0.222,10,14,0.714,11,37,23,11,1,9,16
11107,11/14/2016,Home,W,43,0.467,5,0.313,13,16,0.813,4,47,25,4,9,9,14
1270,11/16/2016,Away,L,42,0.494,8,0.348,10,12,0.833,8,40,19,6,1,10,14
1368,11/18/2016,Away,L,29,0.312,6,0.316,17,20,0.85,11,44,23,5,4,7,15
1468,11/19/2016,Home,L,37,0.43,7,0.35,11,16,0.688,11,50,22,5,4,5,13
1568,11/21/2016,Home,L,36,0.414,7,0.412,17,24,0.708,12,39,19,7,3,14,20
1668,11/23/2016,Home,W,40,0.494,6,0.316,21,25,0.84,10,49,22,8,7,13,19
1768,11/25/2016,Home,W,47,0.522,9,0.474,5,7,0.714,9,42,26,7,0,10,22
1868,11/26/2016,Away,L,37,0.451,1,0.053,13,17,0.765,6,32,11,7,1,8,20
1968,11/29/2016,Away,W,45,0.489,12,0.429,10,11,0.909,9,44,21,7,4,11,19
2068,11/30/2016,Away,W,48,0.552,9,0.45,16,21,0.762,13,52,28,4,8,11,19
21107,12/2/2016,Away,W,48,0.539,17,0.586,8,12,0.667,11,54,28,4,3,15,15
2270,12/4/2016,Home,L,38,0.442,10,0.37,6,13,0.462,10,44,16,8,3,12,12
2368,12/6/2016,Home,W,40,0.455,8,0.381,14,21,0.667,9,44,24,10,5,9,23
2468,12/7/2016,Away,L,34,0.382,4,0.148,5,8,0.625,7,57,21,3,8,12,18
2568,12/9/2016,Away,W,42,0.5,14,0.483,19,23,0.826,11,42,23,6,1,7,23
2668,12/11/2016,Home,L,32,0.39,5,0.263,10,14,0.714,10,34,15,15,2,15,18
2768,12/14/2016,Away,W,36,0.507,5,0.294,18,22,0.818,10,50,18,4,2,19,19
2868,12/16/2016,Away,L,42,0.488,10,0.357,14,21,0.667,10,40,22,3,1,9,19
2968,12/17/2016,Home,L,32,0.381,10,0.333,16,22,0.727,10,40,22,6,1,8,18
3068,12/19/2016,Away,L,34,0.41,3,0.13,11,13,0.846,10,32,19,8,3,11,8
31107,12/21/2016,Home,L,26,0.361,6,0.261,28,37,0.757,10,46,17,2,3,17,18
3270,12/23/2016,Home,L,43,0.506,10,0.345,17,28,0.607,5,36,22,12,3,13,22
3368,12/26/2016,Home,W,41,0.446,16,0.571,8,15,0.533,10,45,25,12,4,12,19
3468,12/28/2016,Home,L,39,0.443,6,0.25,10,16,0.625,11,44,28,4,1,10,12
3568,12/30/2016,Away,L,35,0.417,9,0.29,19,21,0.905,14,43,22,9,7,18,24
3668,1/1/2017,Away,W,42,0.488,9,0.409,14,22,0.636,10,48,16,7,5,12,18
3768,1/3/2017,Home,L,48,0.495,10,0.345,10,12,0.833,16,42,31,5,5,10,19
3868,1/5/2017,Home,W,39,0.402,10,0.357,27,32,0.844,16,56,24,2,6,7,23
3968,1/8/2017,Away,W,54,0.514,8,0.32,9,12,0.75,6,41,19,14,3,9,16
4068,1/10/2017,Away,L,36,0.439,12,0.444,10,16,0.625,8,35,14,12,9,12,24
41107,1/12/2017,Away,L,43,0.489,6,0.214,15,20,0.75,9,40,20,10,4,19,19
4270,1/13/2017,Away,L,30,0.395,6,0.353,11,16,0.688,3,35,15,5,4,13,16
4368,1/15/2017,Away,W,41,0.432,9,0.36,11,16,0.688,10,46,24,6,6,7,22
4468,1/18/2017,Home,W,45,0.495,10,0.4,18,28,0.643,18,60,27,6,0,12,29
4568,1/21/2017,Home,W,43,0.494,11,0.393,16,22,0.727,13,49,25,9,4,20,27
4668,1/23/2017,Home,L,41,0.5,10,0.357,12,17,0.706,6,38,27,8,1,15,21
4768,1/28/2017,Away,L,46,0.517,4,0.333,7,12,0.583,13,42,11,6,3,12,16
4868,1/30/2017,Away,L,43,0.443,3,0.111,20,29,0.69,12,51,18,6,7,7,23
4968,2/1/2017,Home,W,48,0.545,10,0.385,12,17,0.706,5,42,28,9,0,10,13
5068,2/3/2017,Home,W,44,0.449,11,0.423,17,22,0.773,18,49,24,7,4,10,14
51107,2/4/2017,Away,L,31,0.413,6,0.353,16,20,0.8,8,43,18,2,6,21,13
5270,2/6/2017,Home,W,46,0.465,5,0.227,16,17,0.941,19,60,22,8,4,12,19
5368,2/8/2017,Home,W,51,0.526,4,0.25,15,24,0.625,14,52,32,11,6,14,14
5468,2/10/2017,Home,L,39,0.424,5,0.294,9,13,0.692,7,35,22,8,3,10,15
5568,2/12/2017,Away,W,36,0.429,8,0.258,22,29,0.759,11,41,12,8,5,7,18
5668,2/13/2017,Away,L,34,0.436,7,0.333,14,19,0.737,12,44,17,4,1,17,18
5768,2/15/2017,Home,W,36,0.439,6,0.316,20,22,0.909,9,55,15,2,4,15,16
5868,2/23/2017,Home,W,44,0.411,15,0.405,11,12,0.917,10,57,29,5,2,8,17
5968,2/26/2017,Home,L,35,0.432,12,0.364,16,35,0.457,11,45,22,8,4,17,24
6068,2/28/2017,Home,W,45,0.433,7,0.28,23,31,0.742,16,48,23,13,2,7,19
61107,3/1/2017,Away,L,40,0.388,3,0.13,3,17,0.176,23,50,13,11,3,7,17
6270,3/4/2017,Away,W,54,0.568,10,0.435,18,21,0.857,10,44,26,11,10,7,9
6368,3/6/2017,Home,W,45,0.489,6,0.286,13,20,0.65,10,48,26,7,3,6,19
6468,3/8/2017,Away,L,39,0.438,7,0.269,13,22,0.591,11,45,20,4,4,10,18
6568,3/9/2017,Home,W,41,0.466,9,0.346,15,19,0.789,11,45,22,6,1,7,15
6668,3/11/2017,Home,W,46,0.479,9,0.333,11,19,0.579,14,51,27,14,6,7,15
6768,3/14/2017,Away,L,37,0.374,4,0.211,18,19,0.947,16,45,20,6,1,8,19
6868,3/15/2017,Home,L,36,0.419,3,0.231,8,12,0.667,8,39,14,6,4,7,18
6968,3/17/2017,Home,L,29,0.349,3,0.15,14,21,0.667,12,49,14,5,5,12,17
7068,3/19/2017,Home,W,40,0.435,12,0.48,20,30,0.667,12,63,26,2,4,12,21
71107,3/21/2017,Away,L,40,0.435,5,0.217,11,16,0.688,10,51,17,8,8,6,17
7270,3/22/2017,Away,L,39,0.443,7,0.35,10,17,0.588,16,44,18,6,1,15,17
7368,3/24/2017,Away,L,34,0.354,2,0.091,17,20,0.85,12,50,21,3,3,8,17
7468,3/27/2017,Away,L,36,0.429,9,0.391,14,21,0.667,12,42,18,4,3,18,16
7568,3/28/2017,Home,L,36,0.424,8,0.296,16,21,0.762,16,51,20,7,5,12,23
7668,3/30/2017,Home,W,36,0.419,7,0.389,11,17,0.647,11,53,20,6,7,16,11
7768,3/31/2017,Away,L,44,0.454,7,0.233,10,16,0.625,13,54,25,8,4,12,27
7868,4/5/2017,Home,L,42,0.519,7,0.333,11,18,0.611,12,45,22,5,4,14,21
7968,4/7/2017,Away,W,46,0.426,9,0.346,13,16,0.813,18,55,27,5,1,6,17
8068,4/9/2017,Away,W,39,0.476,14,0.5,11,16,0.688,15,46,21,8,2,18,12
8169,4/10/2017,Home,L,43,0.457,10,0.385,5,5,1,6,36,22,9,2,10,18
8268,4/12/2017,Away,L,41,0.387,11,0.306,16,28,0.571,17,53,20,6,3,8,15
1208,10/25/2016,Home,L,40,0.471,7,0.212,13,18,0.722,8,35,24,11,6,16,19
2208,10/28/2016,Away,W,44,0.484,9,0.321,25,28,0.893,9,49,32,8,2,14,22
3208,10/30/2016,Away,W,35,0.422,8,0.276,28,33,0.848,7,43,27,6,5,15,23
4208,11/1/2016,Away,W,50,0.562,10,0.385,17,23,0.739,7,45,36,14,4,16,19
5208,11/3/2016,Home,W,46,0.517,14,0.467,16,20,0.8,15,46,27,9,14,15,18
6208,11/4/2016,Away,L,39,0.453,5,0.156,14,20,0.7,9,40,26,13,3,20,13
7208,11/7/2016,Home,W,45,0.5,16,0.457,10,12,0.833,10,38,35,14,4,15,17
888,11/9/2016,Home,W,43,0.581,17,0.515,13,22,0.591,5,39,33,3,5,15,22
969,11/10/2016,Away,W,46,0.541,14,0.467,19,20,0.95,9,44,33,15,6,15,18
1069,11/13/2016,Home,W,45,0.517,16,0.485,27,31,0.871,8,43,32,8,7,16,20
11108,11/16/2016,Away,W,44,0.506,13,0.361,26,28,0.929,7,35,33,9,7,12,25
1271,11/18/2016,Away,W,44,0.489,9,0.321,7,12,0.583,9,50,33,10,7,11,20
1369,11/19/2016,Away,W,42,0.442,14,0.368,26,32,0.813,18,45,30,8,5,12,25
1469,11/21/2016,Away,W,40,0.444,13,0.361,27,32,0.844,12,60,31,9,10,12,17
1569,11/23/2016,Home,W,53,0.616,19,0.528,24,35,0.686,6,48,47,7,5,10,20
1669,11/25/2016,Away,W,43,0.518,11,0.393,12,17,0.706,4,44,31,10,10,17,21
1769,11/26/2016,Home,W,45,0.556,11,0.5,14,17,0.824,12,45,25,9,8,18,14
1869,11/28/2016,Home,W,37,0.435,12,0.343,19,24,0.792,7,41,25,6,10,14,20
1969,12/1/2016,Home,L,43,0.413,12,0.273,29,37,0.784,13,54,31,12,7,17,27
2069,12/3/2016,Home,W,49,0.628,14,0.667,26,34,0.765,6,38,37,9,5,17,19
21108,12/5/2016,Home,W,54,0.519,14,0.378,20,26,0.769,16,54,45,12,13,11,22
2271,12/7/2016,Away,W,42,0.472,7,0.226,24,29,0.828,12,46,32,11,5,10,24
2369,12/8/2016,Away,W,39,0.488,12,0.414,16,23,0.696,9,47,26,10,4,16,23
2469,12/10/2016,Away,L,34,0.442,9,0.333,12,20,0.6,10,42,15,6,8,23,23
2569,12/11/2016,Away,W,38,0.458,13,0.406,27,30,0.9,6,37,30,9,4,8,24
2669,12/13/2016,Away,W,42,0.442,14,0.412,15,19,0.789,9,45,30,6,5,12,12
2769,12/15/2016,Home,W,45,0.469,9,0.281,4,8,0.5,15,57,41,7,10,17,17
2869,12/17/2016,Home,W,51,0.586,14,0.5,19,26,0.731,9,56,36,7,5,15,16
2969,12/20/2016,Home,W,40,0.444,9,0.391,15,17,0.882,9,50,24,13,3,10,18
3069,12/22/2016,Away,W,47,0.452,12,0.324,11,14,0.786,11,51,29,19,7,12,19
31108,12/23/2016,Away,W,43,0.558,11,0.407,22,24,0.917,4,41,35,9,2,22,21
3271,12/25/2016,Away,L,37,0.481,9,0.3,25,29,0.862,5,42,25,8,4,19,24
3369,12/28/2016,Home,W,46,0.568,14,0.609,15,18,0.833,9,51,33,4,9,20,16
3469,12/30/2016,Home,W,42,0.5,11,0.333,13,15,0.867,4,43,31,5,4,13,12
3569,1/2/2017,Home,W,50,0.526,11,0.44,16,21,0.762,12,43,33,7,2,13,14
3669,1/4/2017,Home,W,44,0.506,13,0.361,24,29,0.828,8,39,31,14,9,15,20
3769,1/6/2017,Home,L,41,0.494,8,0.267,29,39,0.744,7,44,23,7,5,16,21
3869,1/8/2017,Away,W,45,0.506,10,0.345,17,20,0.85,13,46,33,11,6,17,22
3969,1/10/2017,Home,W,39,0.453,11,0.407,18,22,0.818,5,48,28,6,7,11,16
4069,1/12/2017,Home,W,50,0.562,15,0.517,12,18,0.667,6,37,39,14,4,18,14
41108,1/16/2017,Home,W,46,0.505,15,0.441,19,24,0.792,11,58,37,10,11,16,22
4271,1/18/2017,Home,W,46,0.541,10,0.476,19,27,0.704,11,46,35,11,8,18,16
4369,1/20/2017,Away,W,47,0.528,15,0.395,16,21,0.762,8,41,30,8,7,14,18
4469,1/22/2017,Away,W,42,0.472,19,0.452,15,19,0.789,13,52,27,8,4,18,15
4569,1/23/2017,Away,L,41,0.466,8,0.267,12,20,0.6,7,43,27,9,4,14,20
4669,1/25/2017,Away,W,39,0.476,11,0.393,24,27,0.889,5,41,23,7,14,12,19
4769,1/28/2017,Home,W,57,0.62,17,0.5,13,16,0.813,9,48,35,9,7,11,17
4869,1/29/2017,Away,W,36,0.456,8,0.308,33,39,0.846,8,39,28,13,6,18,18
4969,2/1/2017,Home,W,47,0.49,21,0.438,11,14,0.786,9,47,35,9,13,10,18
5069,2/2/2017,Away,W,52,0.525,14,0.412,15,18,0.833,15,46,38,10,2,11,26
51108,2/4/2017,Away,L,36,0.414,15,0.341,19,24,0.792,7,40,22,10,10,17,17
5271,2/8/2017,Home,W,48,0.565,15,0.536,12,13,0.923,5,45,37,9,5,12,17
5369,2/10/2017,Away,W,39,0.506,15,0.455,29,38,0.763,5,34,31,14,13,12,26
5469,2/11/2017,Away,W,46,0.529,13,0.419,25,35,0.714,10,40,28,10,3,11,22
5569,2/13/2017,Away,L,45,0.489,8,0.25,12,13,0.923,4,27,25,12,6,9,13
5669,2/15/2017,Home,W,41,0.488,13,0.361,14,21,0.667,6,46,32,10,10,8,16
5769,2/23/2017,Home,W,43,0.531,13,0.52,24,26,0.923,10,53,31,11,11,21,27
5869,2/25/2017,Home,W,42,0.42,11,0.355,17,22,0.773,13,52,30,10,11,11,17
5969,2/27/2017,Away,W,40,0.449,6,0.207,33,39,0.846,16,45,31,14,4,13,18
6069,2/28/2017,Away,L,39,0.464,8,0.276,22,27,0.815,13,41,28,10,6,19,23
61108,3/2/2017,Away,L,34,0.386,6,0.2,13,14,0.929,6,41,23,10,6,15,18
6271,3/5/2017,Away,W,40,0.455,13,0.371,19,23,0.826,11,35,21,11,3,8,18
6369,3/6/2017,Away,W,41,0.471,20,0.455,17,22,0.773,13,43,33,10,4,14,22
6469,3/8/2017,Home,L,37,0.44,6,0.2,6,9,0.667,12,46,23,8,12,17,20
6569,3/10/2017,Away,L,41,0.466,7,0.292,13,17,0.765,12,43,25,9,5,12,21
6669,3/11/2017,Away,L,33,0.359,5,0.294,14,23,0.609,20,49,19,10,4,15,16
6769,3/14/2017,Home,W,32,0.364,14,0.438,28,35,0.8,13,43,24,12,11,18,24
6869,3/16/2017,Home,W,50,0.575,10,0.385,12,23,0.522,7,47,36,14,9,12,18
6969,3/18/2017,Home,W,45,0.6,12,0.522,15,19,0.789,6,44,30,5,6,12,16
7069,3/20/2017,Away,W,40,0.482,15,0.455,16,21,0.762,9,46,28,8,8,16,22
71108,3/21/2017,Away,W,43,0.551,13,0.433,13,16,0.813,4,46,34,10,2,16,20
7271,3/24/2017,Home,W,44,0.494,10,0.323,16,18,0.889,13,44,37,14,8,12,15
7369,3/26/2017,Home,W,39,0.549,17,0.548,11,15,0.733,7,37,30,9,4,18,15
7469,3/28/2017,Away,W,45,0.511,11,0.268,12,16,0.75,8,44,33,9,7,16,29
7569,3/29/2017,Away,W,43,0.506,13,0.5,11,11,1,10,35,31,7,7,15,22
7669,3/31/2017,Home,W,43,0.453,11,0.344,10,14,0.714,13,43,27,10,14,10,20
7769,4/2/2017,Home,W,50,0.568,16,0.444,23,26,0.885,10,44,34,7,10,16,20
7869,4/4/2017,Home,W,44,0.524,14,0.438,19,24,0.792,8,40,33,9,7,13,19
7969,4/5/2017,Away,W,45,0.506,13,0.433,17,24,0.708,7,39,25,13,9,15,19
8069,4/8/2017,Home,W,49,0.51,10,0.303,15,16,0.938,14,53,37,2,4,9,15
8170,4/10/2017,Home,L,39,0.488,9,0.36,12,17,0.706,8,42,25,5,6,13,17
8269,4/12/2017,Home,W,41,0.456,12,0.333,15,22,0.682,14,54,26,14,8,20,17
1209,10/26/2016,Away,L,44,0.512,7,0.241,19,27,0.704,10,39,29,10,1,14,23
2209,10/28/2016,Away,W,33,0.471,15,0.469,25,31,0.806,5,41,21,6,1,18,22
3209,10/30/2016,Home,W,34,0.42,11,0.355,14,21,0.667,9,47,16,5,4,17,21
